player_id,teamName,firstName,lastName,vitals_Face ID,vitals_Play Type 2,vitals_Portrait ID,vitals_Headshot ID,vitals_Position,vitals_Secondary Position,vitals_Play Type 1,vitals_Play Initiator,vitals_Play Type 3,vitals_Play Type 4,vitals_Used Retirement Grace,vitals_Contract Thought,attributes_Intangibles,attributes_Driving Layup,attributes_Draw Foul,attributes_Left Foot Durability,attributes_Post Fade,attributes_3pt Shot,attributes_Post Hook,attributes_Interior Defense,attributes_Post Moves,attributes_Close Shot,attributes_Midrange Shot,attributes_Right Hip Durability,attributes_Vertical,attributes_Free Throw,attributes_Ball Control,attributes_Passing IQ,attributes_Right Elbow Durability,attributes_Pass Accuracy,attributes_Right Knee Durability,attributes_Offensive Rebound,attributes_Standing Dunk,attributes_Driving Dunk,attributes_Shot IQ,attributes_Agility,attributes_Passing Vision,attributes_Hands,attributes_Defensive Rebound,attributes_Speed,attributes_Perimeter Defense,attributes_Block,attributes_Offensive Consistency,attributes_Steal,attributes_Right Ankle Durability,attributes_Speed with Ball,attributes_Strength,attributes_Stamina,attributes_Left Ankle Durability,attributes_Left Knee Durability,attributes_Hustle,attributes_Pass Perception,attributes_Defensive Consistency,attributes_Help Defense IQ,attributes_Potential,attributes_Head Durability,attributes_Left Shoulder Durability,attributes_Right Shoulder Durability,attributes_Right Foot Durability,attributes_Left Elbow Durability,attributes_Left Hand Durability,attributes_Right Hand Durability,attributes_Left Hip Durability,attributes_Miscanellous Durability,badges_Rise Up,badges_Ankle Assassin,badges_Float Game,badges_Challenger,badges_Posterizer,badges_Physical Finisher,badges_Off-Ball Pest,badges_Limitless Range,badges_Layup Mixmaster,badges_Aerial Wizard,badges_Hook Specialist,badges_Pick Dodger,badges_Paint Prodigy,badges_Laid Back,badges_Post Powerhouse,badges_Boxout Beast,badges_On-Ball Menace,badges_Post-Up Poet,badges_Post Fade Phenom,badges_Deadeye,badges_Dimer,badges_Slippery Off-Ball,badges_Mini Marksman,badges_Set Shot Specialist,badges_Shifty Shooter,badges_Reserved,badges_Bail Out,badges_Break Starter,badges_Finance Savvy,badges_Handles for Days,badges_Expressive,badges_Keep It Real,badges_Unpluckable,badges_Rebound Chaser,badges_High-Flying Denier,badges_Versatile Visionary,badges_Extremely Confident,badges_Lightning Launch,badges_Strong Handle,badges_Post Lockdown,badges_Brick Wall,badges_Glove,badges_Interceptor,badges_Pogo Stick,badges_Paint Patroller,badges_Immovable Enforcer,badges_Friendly,badges_Enforcer,badges_Team Player,badges_Pat My Back,badges_Work Ethic,badges_Unpredictable,badges_Media Ringmaster,badges_Warm Weather Fan,badges_Alpha Dog,tendencies_Contested Jumper Mid,tendencies_Spot Up Shot Mid,tendencies_Off Screen Shot Mid,tendencies_Crash,tendencies_Contested Jumper 3pt,tendencies_Driving Step Back,tendencies_Shot Close,tendencies_Drive Pull Up Mid,tendencies_Setup With Sizeup,tendencies_Driving Dunk Tendency,tendencies_Drive Pull Up 3pt,tendencies_Shot Close Left,tendencies_Spot Up Shot 3pt,tendencies_Off Screen Shot 3pt,tendencies_Shot Close Middle,tendencies_Shot Close Right,tendencies_Shot Mid Center,tendencies_Shot Mid Left,tendencies_Shot Mid Left Center,tendencies_Shot Mid Right,tendencies_Dish To Open Man,tendencies_Shot Mid Right Center,tendencies_Standing Dunk Tendency,tendencies_Shot Mid,tendencies_Driving Spin,tendencies_Shot 3pt,tendencies_Stepback Jumper Mid,tendencies_Shot 3pt Center,tendencies_Euro Step Layup,tendencies_Shot 3pt Left,tendencies_Shot 3pt Left Center,tendencies_Spin Layup,tendencies_Shot 3pt Right,tendencies_Shot 3pt Right Center,tendencies_Shot Under Basket,tendencies_Spin Jumper Tendency,tendencies_Step Through Shot,tendencies_Off Screen Drive,tendencies_Spot Up Drive,tendencies_Stepback Jumper 3pt,tendencies_Driving Layup Tendency,tendencies_Transition Pull Up 3pt,tendencies_Use Glass,tendencies_Triple Threat Jab Step,tendencies_Touches,tendencies_Flashy Dunk,tendencies_Drive Right,tendencies_Alley-Oop,tendencies_Driving Double Crossover,tendencies_Transition Spot Up,tendencies_Putback Dunk,tendencies_Hop Step Layup,tendencies_No Setup Dribble,tendencies_Floater,tendencies_Triple Threat Pump Fake,tendencies_Triple Threat Idle,tendencies_Pass Interception,tendencies_Driving Dribble Hesitation,tendencies_Setup With Hesitation,tendencies_Triple Threat Shoot,tendencies_Drive,tendencies_On Ball Steal,tendencies_Driving Behind The Back,tendencies_Driving Crossover,tendencies_Driving Half Spin,tendencies_Driving In And Out,tendencies_No Driving Dribble Move,tendencies_Attack Strong On Drive,tendencies_Flashy Pass,tendencies_Alley Oop Pass,tendencies_Post Up,tendencies_Post Shimmy Shot,tendencies_Post Face Up,tendencies_Post Back Down,tendencies_Post Aggressive Backdown,tendencies_Shoot From Post,tendencies_Post Hook Left,tendencies_Post Hook Right,tendencies_Post Fade Left,tendencies_Post Fade Right,tendencies_Post Up And Under,tendencies_Post Hop Shot Tendency,tendencies_Post Step Back Shot,tendencies_Post Drive,tendencies_Post Spin,tendencies_Post Drop Step,tendencies_Post Hop Step,tendencies_Shoot,tendencies_Roll Vs Pop,tendencies_Iso Vs Elite Defender,tendencies_Iso Vs Good Defender,tendencies_Iso Vs Average Defender,tendencies_Iso Vs Poor Defender,tendencies_Play Discipline,tendencies_Take Charge,tendencies_Contest Shot,tendencies_Block Shot,tendencies_Foul,tendencies_Hard Foul
3007,Current ,Tari,Eason,8206,Cutter,16016,0,PF,SF,3 PT,No,Post Up Low,N/A,0,0,50,74,61,80,52,74,54,65,51,70,70,80,80,77,70,47,80,50,80,66,35,80,60,77,42,80,62,80,71,52,50,62,80,72,70,85,80,80,85,68,50,70,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,30,0,5,0,19,10,0,85,8,44,58,25,22,34,29,14,14,43,30,0,60,4,0,35,28,8,68,34,15,70,32,11,42,25,0,45,15,27,50,0,5,0,60,25,55,35,0,0,10,63,0,5,55,50,95,15,0,0,55,85,0,15,0,0,55,40,25,20,18,0,0,0,0,10,4,7,0,0,0,0,0,20,0,0,0,65,65,0,5,10,20,85,5,85,50,80,5
3008,Current ,Dalen,Terry,8207,Isolation,16017,0,SG,PG,P&R Ball Handler,Yes,Handoff Receiver,N/A,0,0,50,77,45,80,46,73,40,43,42,77,72,80,69,74,80,74,80,72,80,52,25,80,70,75,64,85,59,76,69,51,50,72,80,74,58,85,80,80,85,70,65,69,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,35,30,2,30,29,8,0,70,12,23,22,30,46,31,13,34,20,20,60,13,0,2,15,27,25,14,20,20,21,45,26,19,40,0,0,60,10,29,60,0,5,55,50,5,65,35,0,25,10,35,25,35,55,0,60,50,40,0,99,50,30,25,15,20,90,30,35,35,0,0,0,0,0,10,15,9,0,0,0,20,0,0,0,0,0,50,0,0,0,0,0,99,5,50,10,58,5
3009,Current ,Jake,LaRavia,8208,Cutter,16018,0,SF,SG,P&R Roll Man,No,Post Up Low,N/A,0,0,60,69,61,80,47,80,45,69,46,72,72,80,72,78,68,68,80,69,80,52,60,75,60,69,62,70,62,59,43,45,50,64,80,57,62,88,80,80,85,58,40,66,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,35,0,0,41,12,0,95,0,17,12,0,83,0,17,0,50,0,45,33,70,12,0,23,27,0,0,17,0,0,66,17,94,0,0,55,25,25,35,0,10,0,60,30,35,85,0,0,75,0,95,20,50,0,65,0,5,0,65,55,0,0,0,0,99,50,15,0,10,0,0,0,0,10,13,0,34,34,0,0,0,15,0,0,0,65,45,0,0,5,10,99,5,80,30,60,5
3010,Current ,Malaki,Branham,8209,Isolation,16019,0,SF,SG,P&R Wing,No,Guard Post Up,3 PT,0,0,50,74,52,80,44,80,47,45,49,72,81,80,75,83,69,59,80,59,80,38,60,75,60,77,44,95,51,82,63,51,60,42,80,74,55,86,80,80,70,52,45,54,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,64,58,35,30,50,85,6,50,95,4,8,45,60,2,2,7,4,6,4,68,4,45,90,40,34,55,9,70,5,6,55,3,4,36,15,76,85,85,8,50,2,30,15,65,95,53,85,0,0,25,75,20,55,15,40,35,35,30,30,85,25,25,40,15,20,99,70,30,10,23,40,35,15,5,18,15,5,50,25,23,30,30,25,25,15,23,70,0,3,33,50,99,50,5,75,10,42,5
3011,Current ,Christian,Braun,8210,P&R Ball Handler,16020,0,SG,SF,Mid Range,Yes,3 PT,N/A,0,0,55,69,45,80,55,81,25,40,36,68,82,80,83,74,69,68,80,69,80,52,25,75,60,70,65,72,53,83,67,37,75,62,80,74,46,93,80,80,80,62,50,60,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,72,8,30,15,15,15,11,30,70,5,17,31,35,61,22,11,24,17,25,69,23,40,80,30,34,0,22,0,6,10,65,7,55,39,8,68,47,47,0,51,5,43,52,45,51,57,25,0,0,34,63,55,71,50,42,40,0,52,20,47,30,12,30,0,16,55,43,60,40,0,0,0,0,0,10,0,0,40,40,0,0,0,0,0,0,0,55,30,2,17,25,50,50,51,70,25,38,5
3012,Current ,Walker,Kessler,8211,Post Up Low,16021,0,C,N/A,Cutter,Yes,P&R Roll Man,N/A,0,0,55,69,44,80,66,66,69,70,69,70,68,80,60,60,44,48,80,42,80,66,75,70,60,42,35,80,69,37,60,83,65,60,80,35,69,88,80,80,80,48,55,70,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,20,0,0,80,0,50,47,0,50,0,100,0,0,0,40,0,55,6,0,20,25,25,5,25,0,5,25,25,26,0,0,75,5,25,15,0,5,0,60,40,1,70,0,0,40,10,0,10,55,50,50,0,0,0,1,45,0,0,0,0,50,20,0,0,30,0,0,0,0,20,55,45,0,0,0,0,0,0,0,0,0,60,55,0,0,0,0,99,5,99,99,72,5
3013,Current ,David,Roddy,8212,Cutter,16022,0,PF,SF,P&R Roll Man,No,Post Up Low,N/A,0,0,60,77,59,80,62,76,62,64,62,89,70,80,66,71,66,60,80,62,80,58,50,60,50,70,42,81,66,75,65,60,60,60,80,54,73,88,80,80,85,62,55,69,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,35,20,1,0,16,5,15,65,2,25,38,30,42,33,20,60,0,20,40,0,50,2,0,37,25,15,0,43,14,0,21,7,20,40,0,45,10,26,20,0,0,5,45,25,50,35,0,35,25,0,0,10,5,85,50,0,0,1,25,40,0,0,0,0,99,15,5,0,95,5,45,35,10,75,52,55,60,21,20,10,10,35,5,10,18,60,15,5,10,15,35,99,20,90,35,50,5
3014,Current ,MarJon,Beauchamp,8213,Handoff Receiver,16023,0,SF,PF,P&R Ball Handler,Yes,Isolation,3 PT,0,0,60,75,40,80,42,72,29,54,44,72,77,80,82,78,70,67,80,65,80,59,40,70,50,74,45,74,67,76,69,64,50,70,80,70,52,89,80,80,70,69,45,65,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,55,15,6,15,38,30,0,0,20,22,40,45,50,28,21,22,28,14,45,15,0,6,0,27,25,16,0,17,25,0,16,26,25,0,0,25,20,26,30,15,10,5,70,0,40,25,0,60,15,0,0,55,20,50,60,15,0,0,90,50,0,15,0,0,75,15,10,30,1,0,0,0,0,10,5,12,31,0,0,0,0,0,0,0,0,50,0,5,5,15,25,80,10,65,20,48,5
3015,Current ,Blake,Wesley,8214,3 PT,16024,0,SG,PG,P&R Ball Handler,Yes,Handoff Receiver,N/A,0,0,55,74,59,80,57,72,54,49,50,72,73,80,84,66,83,68,80,69,80,34,40,86,70,74,54,80,64,78,71,42,60,41,80,77,40,92,80,80,75,63,50,60,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,30,25,0,45,44,25,0,75,9,20,26,30,50,30,7,20,6,53,35,14,0,11,40,35,29,21,40,3,12,55,5,59,36,5,17,55,15,28,70,0,10,75,55,75,30,35,25,0,10,50,25,35,75,5,55,70,15,75,95,45,35,50,25,50,90,40,30,75,0,0,0,0,0,10,11,24,14,0,0,20,0,0,0,0,0,60,55,0,5,5,15,90,5,55,5,46,5
3016,Current ,Wendell,Moore Jr.,8215,Guard Post Up,16025,0,SF,SG,P&R Ball Handler,Yes,Isolation,N/A,0,0,40,71,52,80,52,76,52,66,52,66,70,80,83,81,67,54,80,57,80,37,50,80,70,82,44,72,49,70,72,39,45,70,80,68,58,85,80,80,90,72,60,70,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,58,33,24,10,35,25,10,57,70,5,29,20,32,27,44,9,37,15,30,61,9,40,19,40,34,0,15,0,29,11,73,30,15,32,65,80,59,59,0,60,3,8,65,70,30,62,35,5,0,56,72,32,74,30,37,35,5,50,28,59,45,30,67,5,60,33,55,48,35,35,90,25,40,30,40,50,15,40,40,20,20,20,50,40,15,18,60,35,3,32,49,97,99,34,65,5,34,5
3017,Current ,Nikola,Jovic,8216,Isolation,16026,0,SF,PF,Guard Post Up,No,Mid Range,N/A,0,0,60,76,47,80,60,70,55,59,44,70,70,80,72,72,70,68,80,69,80,44,30,60,70,65,69,80,52,68,62,35,50,35,80,67,44,85,80,80,70,57,40,60,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,70,60,30,65,50,60,4,0,100,4,7,30,13,34,59,10,7,18,54,39,11,80,85,30,55,55,32,60,9,8,55,8,43,35,25,74,70,70,7,40,2,30,25,65,100,53,20,0,0,10,65,80,40,15,30,20,40,20,30,70,10,15,45,0,0,70,70,10,5,9,35,65,40,10,10,0,20,50,40,35,25,35,25,10,0,13,70,0,2,25,37,74,50,15,90,20,50,5
3018,Current ,Patrick,Baldwin Jr.,8217,Handoff Receiver,16027,0,SF,PF,Cutter,No,3 PT,Isolation,0,0,70,74,52,80,52,72,54,56,52,70,72,80,62,74,58,60,80,55,80,44,55,70,70,64,37,80,56,57,59,40,45,40,80,55,69,85,80,80,70,54,40,55,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,45,10,25,0,24,19,0,85,16,37,54,30,38,25,15,42,15,15,30,13,60,16,0,40,27,20,0,33,16,0,12,19,42,5,63,65,15,28,30,0,5,20,80,30,30,45,0,0,20,0,0,10,65,50,30,0,15,5,25,25,0,0,0,0,99,30,0,0,6,0,45,10,0,10,19,0,61,83,0,0,0,0,0,0,0,65,15,0,5,5,10,80,5,70,25,38,5
3019,Current ,TyTy,Washington Jr.,8218,3 PT,16028,0,PG,SG,P&R Ball Handler,Yes,Handoff Receiver,N/A,0,0,70,76,45,80,38,78,25,55,26,70,77,80,79,75,86,69,80,68,80,49,25,75,70,76,61,80,62,80,66,40,50,70,80,80,54,95,80,80,85,70,40,62,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,55,55,30,30,45,45,0,15,35,10,13,50,45,54,33,3,5,7,16,55,37,0,25,20,40,60,21,15,2,41,30,10,20,28,20,10,35,35,60,65,8,5,60,65,0,75,0,25,25,15,35,20,65,60,20,60,40,20,40,45,50,35,50,10,25,90,35,35,20,0,0,0,0,0,10,5,8,14,14,0,20,0,20,0,0,0,70,20,0,0,0,0,99,70,65,5,36,5
3020,Current ,Peyton,Watson,8219,P&R Wing,16029,0,SF,N/A,Cutter,No,N/A,N/A,0,0,40,68,40,80,42,68,44,59,40,72,69,80,82,69,70,62,80,60,80,59,60,65,70,71,28,80,62,77,68,57,45,52,80,76,55,88,80,80,75,62,60,65,79,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,30,0,0,0,26,25,0,80,2,44,22,25,22,34,29,14,14,43,25,0,50,13,0,28,26,8,68,34,15,70,32,11,32,25,0,45,30,26,40,0,5,0,60,45,35,30,0,0,10,63,0,15,55,50,60,15,0,0,45,50,0,15,0,0,65,30,10,60,3,0,0,0,0,10,4,7,0,0,0,0,0,20,0,0,0,60,20,0,0,0,5,99,5,75,50,90,5
3021,Current ,Andrew,Nembhard,8220,Handoff Receiver,16030,0,SG,SF,P&R Point,Yes,Isolation,N/A,0,0,80,72,44,80,52,74,44,42,47,73,73,80,71,79,75,75,80,77,80,39,39,60,59,70,74,75,44,76,54,36,50,50,80,74,46,85,80,80,69,52,50,51,79,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,40,20,25,45,25,0,15,45,5,17,40,40,59,21,19,23,10,9,45,27,0,15,20,50,5,48,5,11,24,55,8,8,38,20,16,35,35,15,60,8,15,55,62,0,75,0,15,0,30,30,20,35,55,20,67,60,20,55,60,46,0,30,25,30,75,35,25,35,0,0,0,0,0,10,0,4,19,25,0,20,0,0,0,0,0,55,20,0,15,25,35,99,45,45,17,38,55
3022,Current ,Caleb,Houstan,8221,P&R Ball Handler,16031,0,SF,SG,Mid Range,No,3 PT,N/A,0,0,75,70,44,80,32,76,32,47,32,64,76,80,72,78,70,65,80,62,80,44,25,25,55,70,44,80,47,78,64,35,50,44,80,72,40,86,80,80,70,55,45,60,79,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,60,10,27,0,15,5,10,27,70,0,11,0,0,73,16,19,13,19,16,77,33,40,80,20,0,0,30,0,10,25,64,10,25,35,1,63,60,60,0,25,0,35,61,45,25,40,25,0,0,10,64,51,66,59,36,57,0,22,1,60,53,40,83,0,50,32,52,5,75,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,63,94,0,0,0,0,99,20,10,10,99,15
3023,Current ,Max,Christie,8224,3 PT,16032,0,SG,SF,Mid Range,No,P&R Ball Handler,N/A,0,0,70,70,41,80,42,75,39,44,42,70,76,80,82,82,70,66,80,68,80,44,35,80,60,70,37,90,45,87,63,37,45,65,80,78,55,98,80,80,80,57,50,60,79,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,90,60,40,5,30,62,11,10,70,5,36,9,31,23,41,5,31,14,32,71,18,40,38,15,0,0,12,79,29,13,68,32,14,43,35,73,40,40,0,40,5,50,15,90,40,54,25,0,0,5,75,60,77,5,30,62,50,30,50,50,60,0,45,0,0,65,60,60,65,7,0,0,0,0,74,0,0,45,45,0,0,0,0,0,0,0,77,0,2,18,28,55,6,55,60,60,58,68
3024,Current ,Jaden,Hardy,8226,Isolation,16033,0,SG,PG,P&R Point,Yes,Handoff Receiver,N/A,0,0,75,76,54,80,49,74,47,34,49,72,75,80,85,79,83,65,80,65,80,46,40,80,45,76,66,85,50,83,55,33,45,65,80,76,39,84,80,80,85,51,50,50,79,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,35,35,20,35,17,16,0,70,45,25,46,35,49,26,24,12,15,22,40,27,0,8,30,92,28,14,5,20,25,30,20,21,13,10,0,65,10,35,25,0,5,55,70,5,40,30,0,0,0,25,40,20,55,0,40,0,15,0,50,20,0,50,15,15,90,15,40,90,0,0,0,0,0,0,0,0,30,0,0,20,0,0,0,0,0,55,0,5,10,15,35,80,10,60,10,62,10
3025,Current ,Ryan,Rollins,8233,P&R Ball Handler,16034,0,SG,PG,3 PT,Yes,Handoff Receiver,N/A,0,0,40,73,37,80,42,72,40,43,42,71,76,80,80,79,78,70,80,70,80,46,25,65,60,71,66,85,47,86,60,51,50,56,80,82,39,85,80,80,79,52,45,59,79,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,40,25,5,20,42,25,5,70,6,20,27,40,65,15,27,37,9,0,50,27,0,10,15,32,31,11,0,43,20,30,20,6,28,5,0,60,15,26,30,0,20,5,55,0,55,25,0,25,10,20,55,55,5,50,65,35,15,0,75,40,15,25,0,15,85,15,5,35,1,0,0,0,0,1,8,27,10,0,0,20,0,0,0,0,0,50,50,0,0,5,10,95,0,70,15,60,10
3026,Current ,JD,Davison,8242,Isolation,16035,0,PG,SG,P&R Ball Handler,Yes,Handoff Receiver,N/A,0,0,60,72,40,80,31,71,30,25,38,70,73,80,84,73,86,75,80,72,80,36,25,85,50,77,72,80,55,85,56,61,50,69,80,84,54,88,80,80,45,54,45,55,79,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,55,15,4,55,25,27,0,70,20,19,28,40,78,3,28,18,20,8,65,26,0,16,40,50,29,22,35,18,23,65,13,24,33,25,21,55,10,28,60,12,0,55,70,80,20,25,35,25,10,55,25,10,30,15,99,45,15,30,99,60,15,55,15,25,90,35,45,40,0,0,0,0,0,0,4,10,27,17,0,20,0,0,0,0,0,55,0,5,5,10,25,80,0,85,35,64,10
3027,Current ,Cade,Cunningham,8050,Isolation,18149,0,SG,PG,P&R Ball Handler,Yes,Handoff Receiver,N/A,0,0,70,76,70,80,62,79,60,59,60,82,72,80,80,83,86,80,80,76,80,41,40,75,70,80,72,98,73,83,75,56,90,66,80,83,62,88,80,80,80,76,75,75,94,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,45,40,30,0,30,32,25,0,70,20,40,60,10,38,22,26,26,20,15,35,13,0,17,10,58,25,13,0,23,25,55,10,29,44,20,16,75,15,25,40,0,15,80,80,10,55,50,0,25,5,65,40,55,80,25,55,30,15,5,99,50,5,25,5,10,90,35,35,10,20,0,0,75,0,10,11,11,76,86,0,20,15,20,15,0,0,70,0,5,10,20,40,65,0,50,25,50,10
3028,Current ,Jalen,Green,8053,3 PT,18150,0,SG,SF,P&R Wing,Yes,Handoff Receiver,Isolation,0,0,40,84,69,80,56,74,56,45,56,77,84,80,92,81,75,68,80,75,80,31,40,90,80,77,53,95,49,88,73,47,80,37,80,84,55,88,80,80,80,68,60,70,94,80,80,80,80,80,80,80,80,80,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,50,40,25,30,10,20,15,70,50,24,15,50,43,33,24,34,0,28,40,14,0,13,15,83,25,23,25,19,24,55,16,18,45,40,28,35,20,25,55,20,5,95,75,0,50,55,5,65,0,35,20,20,45,15,70,35,45,95,90,45,5,40,15,20,90,30,35,20,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,70,50,0,5,5,15,90,0,80,35,52,10
3029,Current ,Evan,Mobley,8052,Cutter,18151,0,PF,C,P&R Roll Man,No,Post Up Low,Isolation,0,0,80,82,70,80,62,76,76,82,70,70,66,80,81,77,60,65,80,67,80,72,85,80,90,69,43,85,78,72,70,83,80,42,80,66,68,94,80,80,90,75,80,82,95,80,80,80,80,80,80,80,80,80,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,30,35,0,10,10,0,34,5,0,70,5,14,40,0,53,33,7,9,19,56,15,9,70,6,0,11,25,20,0,12,20,0,26,22,65,0,0,75,25,25,5,0,5,5,70,10,40,25,0,0,10,0,0,25,5,50,50,0,0,0,20,50,0,0,0,0,99,10,0,0,17,0,35,10,0,11,0,0,0,0,20,0,15,25,30,10,20,50,50,5,10,15,35,85,0,99,70,80,10
