NBA_ID,Season,Player,Deadeye,Limitless Range,Mini Marksman,Set Shot Specialist,Shifty Shooter,Aerial Wizard,Float Game,Hook Specialist,Layup Mixmaster,Paint Prodigy,Physical Finisher,Posterizer,Post Fade Phenom,Post Powerhouse,Post Up Poet,Rise Up,Ankle Assassin,Bail Out,Break Starter,Dimer,Handles for Days,Lightning Launch,Strong Handle,Unpluckable,Versatile Visionary,Challenger,Glove,High Flying Denier,Immovable Enforcer,Interceptor,Off Ball Pest,On-Ball Menace,Paint Patroller,Pick Dodger,Post Lockdown,Boxout Beast,Rebound Chaser,Brick Wall,Pogo Stick,Slippery Off Ball
1626163,2015-16,Frank Kaminsky,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1626163,2016-17,Frank Kaminsky,0,0,0,1,0,2,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
1626163,2017-18,Frank Kaminsky,0,0,0,2,1,3,3,2,3,2,3,0,2,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
1626163,2018-19,Frank Kaminsky,0,0,0,1,0,0,0,2,1,2,1,0,1,3,3,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0
1626163,2019-20,Frank Kaminsky,0,0,0,1,0,2,2,2,0,1,1,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0
1626163,2020-21,Frank Kaminsky,0,0,0,0,0,0,1,2,0,1,1,0,1,1,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0
1626163,2021-22,Frank Kaminsky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1626163,2022-23,Frank Kaminsky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626164,2015-16,Devin Booker,1,0,0,2,1,0,3,1,1,2,1,0,2,1,2,0,1,0,0,1,1,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
1626164,2016-17,Devin Booker,3,0,0,2,3,2,4,3,1,3,2,1,4,1,2,0,2,0,1,2,2,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1626164,2017-18,Devin Booker,3,2,0,2,3,2,4,2,2,3,2,1,3,1,2,0,2,0,2,3,2,4,3,2,2,1,0,0,1,0,1,1,0,0,0,1,0,0,0,4
1626164,2018-19,Devin Booker,4,0,0,1,4,0,4,3,4,4,3,1,4,2,2,0,3,1,3,3,3,4,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1626164,2019-20,Devin Booker,4,1,0,2,4,0,4,2,3,4,3,1,4,2,2,0,2,1,3,3,3,4,3,2,3,1,0,0,1,0,2,1,0,1,0,1,0,0,0,3
1626164,2020-21,Devin Booker,3,0,0,2,4,2,4,3,2,4,3,1,5,2,2,0,2,0,2,3,3,4,3,2,2,1,0,0,0,0,2,1,0,0,0,1,0,0,0,3
1626164,2021-22,Devin Booker,4,2,0,3,4,2,3,1,2,4,3,1,4,1,1,0,3,1,2,3,3,4,3,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3
1626164,2022-23,Devin Booker,4,1,0,3,4,0,4,3,3,4,3,1,5,2,3,0,2,1,2,2,3,3,3,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
1626164,2023-24,Devin Booker,4,1,0,2,4,0,3,0,3,4,3,1,5,1,2,0,4,1,3,3,4,3,3,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
1626164,2024-25,Devin Booker,4,0,0,0,3,0,3,1,2,3,3,1,5,1,2,0,2,1,3,3,3,2,3,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2
1626164,2025-26,Devin Booker,4,0,0,1,4,0,3,0,2,3,3,1,4,1,0,0,3,1,3,3,3,3,3,3,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2
1626166,2015-16,Cameron Payne,0,0,2,0,1,0,2,0,0,1,1,0,0,0,0,0,2,0,0,2,2,1,1,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1
1626166,2016-17,Cameron Payne,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2
1626166,2017-18,Cameron Payne,0,0,2,1,1,0,2,0,0,1,1,0,0,0,0,0,1,0,2,2,2,2,1,2,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,3
1626166,2018-19,Cameron Payne,0,0,2,0,0,0,3,0,1,3,1,0,1,0,0,0,2,0,0,2,2,1,2,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
1626166,2019-20,Cameron Payne,0,1,2,0,1,0,1,0,1,2,2,0,0,0,0,0,1,0,2,2,2,2,2,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1
1626166,2020-21,Cameron Payne,1,0,2,1,1,0,3,0,1,2,1,0,0,0,0,0,2,0,2,2,2,2,1,2,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2
1626166,2021-22,Cameron Payne,0,0,2,1,1,0,3,0,2,2,1,1,0,0,0,0,2,0,2,1,2,2,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
1626166,2022-23,Cameron Payne,0,0,2,1,1,0,2,0,1,2,1,0,0,0,0,0,2,0,2,1,2,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
1626166,2023-24,Cameron Payne,1,0,2,2,1,0,3,0,0,2,0,0,0,0,0,0,2,0,0,2,2,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
1626166,2024-25,Cameron Payne,1,0,2,0,1,0,3,0,0,2,1,0,0,0,0,0,1,0,1,2,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1626167,2015-16,Myles Turner,0,0,0,1,0,2,0,2,0,1,1,1,0,2,2,1,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0
1626167,2016-17,Myles Turner,0,0,0,1,0,3,0,2,1,2,2,2,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,4,3,1,1,0,3,0,3,0,1,2,2,0
1626167,2017-18,Myles Turner,0,0,0,2,0,2,0,1,0,1,1,1,2,2,2,2,0,0,0,1,0,0,2,1,0,0,0,3,3,0,0,0,3,0,3,2,2,3,2,0
1626167,2018-19,Myles Turner,1,0,0,2,1,2,0,2,0,2,1,1,2,1,1,2,0,0,0,1,0,0,1,0,0,1,0,3,3,1,2,0,5,0,4,2,2,3,3,0
1626167,2019-20,Myles Turner,0,0,0,2,0,2,0,2,0,2,1,1,3,2,2,1,0,0,0,0,0,0,2,1,0,0,0,1,3,0,1,0,3,0,3,2,1,3,2,0
1626167,2020-21,Myles Turner,0,0,0,1,0,2,0,1,0,2,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,3,0,1,2,0,4,0,3,2,1,2,2,0
1626167,2021-22,Myles Turner,1,0,0,2,1,3,1,2,1,3,2,1,2,3,3,1,0,0,0,0,0,0,2,2,0,0,0,3,0,0,1,0,4,0,3,2,2,2,2,0
1626167,2022-23,Myles Turner,2,0,0,2,1,3,0,3,1,3,2,2,3,3,3,2,0,0,0,0,0,0,2,2,0,0,0,3,3,0,0,0,3,0,4,2,2,3,3,1
1626167,2023-24,Myles Turner,1,0,0,3,2,3,1,3,1,3,2,1,2,3,2,2,0,0,0,0,0,0,2,1,0,0,0,4,3,0,0,0,3,0,3,2,2,3,2,1
1626167,2024-25,Myles Turner,1,1,0,2,0,2,0,2,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,3,2,1,2,2,0
1626167,2025-26,Myles Turner,1,1,0,2,0,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,1,2,2,0
1626168,2015-16,Trey Lyles,0,0,0,2,0,0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1626168,2016-17,Trey Lyles,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1626168,2017-18,Trey Lyles,1,0,0,2,1,2,1,2,1,2,2,1,2,2,2,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,3,2,1,2,0
1626168,2018-19,Trey Lyles,0,0,0,0,0,3,1,1,1,1,1,1,2,1,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
1626168,2019-20,Trey Lyles,0,0,0,2,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0
1626168,2020-21,Trey Lyles,0,0,0,1,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0
1626168,2021-22,Trey Lyles,0,0,0,1,0,3,1,1,1,1,2,1,2,3,3,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
1626168,2022-23,Trey Lyles,1,0,0,2,0,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1626168,2023-24,Trey Lyles,0,0,0,2,0,0,0,1,0,1,1,0,1,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1
1626168,2024-25,Trey Lyles,0,0,0,0,0,0,0,1,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1
1626169,2015-16,Stanley Johnson,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626169,2016-17,Stanley Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,2,2,1,0,1,0,0,0,0,0,0
1626169,2017-18,Stanley Johnson,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,2,1,0,2,2,0,2,3,1,2,0,2,3,1,0,0,0,0
1626169,2018-19,Stanley Johnson,0,0,0,1,0,0,2,2,0,1,1,0,2,1,1,0,0,0,0,0,0,2,3,1,0,0,2,0,1,2,2,1,0,0,1,2,0,0,0,0
1626169,2019-20,Stanley Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626169,2020-21,Stanley Johnson,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,1,2,3,1,0,0,2,1,0,0,0,1
1626169,2021-22,Stanley Johnson,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,1,0,0,2,0,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,2,0,0
1626169,2022-23,Stanley Johnson,0,0,0,1,0,0,0,2,1,2,1,0,1,1,0,0,0,0,1,2,0,2,3,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,2
1626170,2015-16,Jerian Grant,0,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,1,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626170,2016-17,Jerian Grant,1,0,0,1,0,0,1,2,0,1,1,0,2,0,1,0,1,0,0,0,2,0,2,2,0,1,1,0,1,2,3,1,0,0,0,0,0,0,0,1
1626170,2017-18,Jerian Grant,0,0,0,0,1,0,0,0,2,1,2,1,2,0,0,0,2,1,2,0,2,2,3,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1626170,2018-19,Jerian Grant,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,2,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1
1626170,2019-20,Jerian Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626171,2015-16,Bobby Portis,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
1626171,2016-17,Bobby Portis,0,0,0,1,0,1,2,2,0,2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
1626171,2017-18,Bobby Portis,2,0,0,3,1,0,3,3,0,2,1,1,2,3,2,0,1,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,1
1626171,2018-19,Bobby Portis,0,0,0,2,0,0,1,1,0,0,1,1,1,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,1
1626171,2019-20,Bobby Portis,1,0,0,2,1,0,3,2,0,2,1,0,1,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
1626171,2020-21,Bobby Portis,2,0,0,2,1,2,2,3,0,2,1,1,2,2,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2,1
1626171,2021-22,Bobby Portis,2,1,0,2,2,2,3,2,0,2,1,1,3,1,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,3,2,2,2,0
1626171,2022-23,Bobby Portis,1,0,0,3,2,2,2,3,0,2,1,1,4,2,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1
1626171,2023-24,Bobby Portis,2,0,0,3,3,2,3,3,0,2,1,0,4,2,2,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,1,1
1626171,2024-25,Bobby Portis,2,0,0,0,1,1,1,2,0,2,1,0,4,1,1,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1
1626171,2025-26,Bobby Portis,3,2,0,3,3,1,2,3,0,2,1,0,4,2,2,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
1626172,2015-16,Kevon Looney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626172,2016-17,Kevon Looney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1626172,2017-18,Kevon Looney,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,2,0,0,1,0,2,1,0,1,1,2,0,2,2,2,1,2,0
1626172,2018-19,Kevon Looney,0,0,0,0,0,4,0,0,0,1,1,2,0,1,1,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,3,2,2,3,0
1626172,2019-20,Kevon Looney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1626172,2020-21,Kevon Looney,0,0,0,0,0,2,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,0
1626172,2021-22,Kevon Looney,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,1,2,0,2,1,0,0,3,3,2,2,2,0
1626172,2022-23,Kevon Looney,0,0,0,0,0,3,0,1,0,1,1,2,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,3,4,2,3,0
1626172,2023-24,Kevon Looney,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,2,0
1626172,2024-25,Kevon Looney,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,3,3,3,2,0,0
1626172,2025-26,Kevon Looney,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
1626173,2015-16,Rashad Vaughn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626173,2016-17,Rashad Vaughn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1626173,2017-18,Rashad Vaughn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626174,2015-16,Christian Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626174,2016-17,Christian Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626174,2018-19,Christian Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626174,2019-20,Christian Wood,1,0,0,2,1,4,1,1,1,2,2,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,2,2,2,2,1
1626174,2020-21,Christian Wood,0,0,0,2,1,4,3,1,2,3,2,2,1,2,1,3,0,0,0,1,0,0,3,1,0,1,0,2,1,0,0,0,1,0,1,3,2,2,3,1
1626174,2021-22,Christian Wood,2,1,0,2,1,4,2,0,2,2,3,2,0,2,1,3,1,0,1,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,2,3,1,3,0
1626174,2022-23,Christian Wood,1,0,0,2,1,3,3,3,1,2,2,2,3,2,2,2,1,0,0,1,0,0,3,2,0,0,0,2,0,0,0,0,2,0,1,2,2,1,2,0
1626174,2023-24,Christian Wood,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,2,0
1626175,2015-16,Jordan Mickey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626175,2016-17,Jordan Mickey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626175,2017-18,Jordan Mickey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1626176,2015-16,Rakeem Christmas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626176,2016-17,Rakeem Christmas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626177,2017-18,Dakari Johnson,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1626178,2015-16,Rondae Hollis-Jefferson,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2,1,0,1,2,0,1,1,0,1,0,0,0,0,2,0,1,0
1626178,2016-17,Rondae Hollis-Jefferson,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,2,3,1,0,1,2,0,0,2,2,1,0,0,0,0,2,1,1,4
1626178,2017-18,Rondae Hollis-Jefferson,0,0,0,0,0,0,1,1,1,1,2,1,3,2,2,1,1,0,1,1,0,2,3,1,0,1,0,0,3,1,1,1,0,0,0,3,2,2,2,0
1626178,2018-19,Rondae Hollis-Jefferson,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,1,1,2,1,0,0,0,2,1,1,0,0
1626178,2019-20,Rondae Hollis-Jefferson,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,1,0,2,2,1,0,2,1,0,2,1,2,2,0,2,2,2,2,1,1,0
1626178,2020-21,Rondae Hollis-Jefferson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626179,2015-16,Terry Rozier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626179,2016-17,Terry Rozier,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1626179,2017-18,Terry Rozier,1,1,2,2,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,2,2,2,2,0,1,1,0,0,1,2,0,0,1,0,2,0,0,0,3
1626179,2018-19,Terry Rozier,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2,1,1,2,2,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,0,2
1626179,2019-20,Terry Rozier,2,2,2,3,2,0,2,0,1,1,2,1,2,0,0,0,1,0,2,0,1,2,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2
1626179,2020-21,Terry Rozier,2,1,2,3,2,0,4,0,2,3,2,1,2,0,0,0,1,0,2,2,2,2,2,2,1,1,1,0,0,2,1,1,0,1,0,0,0,0,0,3
1626179,2021-22,Terry Rozier,2,1,2,3,2,2,4,0,1,3,2,1,3,0,0,0,1,0,2,2,2,3,3,2,2,2,0,0,1,2,2,1,0,0,0,0,0,0,0,3
1626179,2022-23,Terry Rozier,1,0,2,2,1,0,3,0,2,2,2,1,3,0,0,0,2,0,2,0,2,3,2,2,2,2,0,0,1,1,2,1,0,0,0,0,0,0,0,3
1626179,2023-24,Terry Rozier,2,1,2,2,2,0,4,0,2,3,2,1,2,0,0,0,3,0,2,1,3,3,3,3,2,2,0,0,1,0,3,1,0,0,0,0,0,0,0,2
1626179,2024-25,Terry Rozier,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1626179,2025-26,Terry Rozier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626181,2015-16,Norman Powell,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0
1626181,2016-17,Norman Powell,0,0,0,1,0,0,0,0,1,1,2,2,0,1,0,0,1,0,0,0,1,2,3,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0
1626181,2017-18,Norman Powell,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,2,0,2,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1626181,2018-19,Norman Powell,1,0,0,2,1,0,2,1,1,2,2,1,0,1,0,0,1,0,0,0,1,2,3,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,2
1626181,2019-20,Norman Powell,2,1,2,2,2,0,2,0,1,2,2,1,1,0,0,0,1,0,0,1,0,3,3,1,0,1,1,0,1,2,2,1,0,1,0,1,0,0,0,3
1626181,2020-21,Norman Powell,2,1,2,2,2,0,1,0,2,2,2,2,0,0,0,0,1,0,0,1,1,2,3,1,0,1,1,0,1,2,2,1,0,0,0,0,0,0,0,2
1626181,2021-22,Norman Powell,2,1,2,2,1,0,3,0,1,2,2,1,2,0,0,0,1,0,0,0,1,2,3,2,0,1,0,0,1,1,2,1,0,1,0,0,0,0,0,2
1626181,2022-23,Norman Powell,2,1,0,2,2,0,3,0,2,3,2,1,0,0,0,0,1,0,0,1,1,2,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
1626181,2023-24,Norman Powell,2,2,0,3,2,0,4,0,1,3,2,1,1,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1626181,2024-25,Norman Powell,3,3,0,0,3,0,4,0,2,3,2,1,1,0,0,0,1,0,1,2,1,3,3,2,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,2
1626181,2025-26,Norman Powell,2,2,2,3,3,0,4,1,4,4,3,1,2,1,0,0,1,0,1,2,1,3,3,2,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,3
1626183,2015-16,Branden Dawson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626184,2016-17,Chasson Randle,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626184,2018-19,Chasson Randle,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1626184,2019-20,Chasson Randle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626184,2020-21,Chasson Randle,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1626185,2015-16,Jarell Martin,0,0,0,0,0,2,0,2,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0
1626185,2016-17,Jarell Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1626185,2017-18,Jarell Martin,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,2,1,1,0,0
1626185,2018-19,Jarell Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626187,2019-20,Michael Frazier II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
