NBA_ID,Season,Player,RotationRole,MIN,MissingBaseCount,MissingBaseColumns
203139,2013-14,Viacheslav Kravtsov,,60.0,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203141,2013-14,Mirza Teletovic,,1396.8,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203141,2014-15,Mirza Teletovic,,892.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203141,2015-16,Mirza Teletovic,Rotation,1682.7,2,EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS
203141,2017-18,Mirza Teletovic,Garbage Time,159.0,2,BF Floating_shot_FGM | HE OFFSCREEN_POSS
203142,2013-14,Chris Copeland,,266.5,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203142,2014-15,Chris Copeland,,825.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203142,2015-16,Chris Copeland,Garbage Time,156.0,3,EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS | HE OFFSCREEN_POSS
203143,2013-14,Pablo Prigioni,,1280.3999999999999,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203143,2014-15,Pablo Prigioni,,1199.3,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203143,2015-16,Pablo Prigioni,Rotation,820.1,3,EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS | HE OFFSCREEN_POSS
203144,2013-14,Alexey Shved,,661.5,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203144,2014-15,Alexey Shved,,768.6,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203145,2013-14,Kent Bazemore,,911.1999999999999,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203145,2014-15,Kent Bazemore,,1320.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203145,2021-22,Kent Bazemore,Rotation,546.0,1,HE OFFSCREEN_POSS
203146,2013-14,Maalik Wayns,,9.4,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203147,2013-14,Chris Smith,,2.0,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203148,2013-14,Brian Roberts,,1670.3999999999999,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203148,2014-15,Brian Roberts,,1332.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203148,2015-16,Brian Roberts,Rotation,469.2,3,EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS | HE OFFSCREEN_POSS
203148,2016-17,Brian Roberts,Rotation,418.2,1,HE OFFSCREEN_POSS
203156,2013-14,Henry Sims,,874.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203156,2014-15,Henry Sims,,1401.6,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203156,2015-16,Henry Sims,Garbage Time,263.2,5,K 3PT Shot Making | BF Floating_shot_FGM | EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS | HE OFFSCREEN_POSS
203159,2018-19,Scott Machado,Too Few Games,19.2,4,AL Off-Ball Shot Making | BF Floating_shot_FGM | EJ Pickpocket Rating | HE OFFSCREEN_POSS
203186,2015-16,Willie Reed,Rotation,425.1,5,K 3PT Shot Making | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | FC DEFLECTIONS | HE OFFSCREEN_POSS
203186,2016-17,Willie Reed,Rotation,1029.5,1,HE OFFSCREEN_POSS
203186,2017-18,Willie Reed,Garbage Time,428.4,1,HE OFFSCREEN_POSS
203187,2013-14,Chris Johnson,,788.0,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203187,2014-15,Chris Johnson,,527.8,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203187,2015-16,Chris Johnson,Rotation,854.0,3,EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS | HE OFFSCREEN_POSS
203197,2013-14,Diante Garrett,,1050.8,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203200,2014-15,Justin Holiday,,654.9,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203200,2015-16,Justin Holiday,Rotation,773.8,3,BF Floating_shot_FGM | EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS
203200,2021-22,Justin Holiday,Key Rotation,2057.2000000000003,1,BF Floating_shot_FGM
203200,2022-23,Justin Holiday,Rotation,708.4,1,BF Floating_shot_FGM
203200,2023-24,Justin Holiday,Garbage Time,864.2,1,BF Floating_shot_FGM
203210,2014-15,JaMychal Green,,163.2,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203210,2015-16,JaMychal Green,Rotation,1443.0,3,EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS | HE OFFSCREEN_POSS
203210,2016-17,JaMychal Green,Starter,2102.1,1,BF Floating_shot_FGM
203210,2017-18,JaMychal Green,Starter,1540.0,1,HE OFFSCREEN_POSS
203210,2018-19,JaMychal Green,Key Rotation,1371.5,1,HE OFFSCREEN_POSS
203210,2019-20,JaMychal Green,Key Rotation,1304.1,1,HE OFFSCREEN_POSS
203210,2021-22,JaMychal Green,Rotation,1085.3999999999999,1,HE OFFSCREEN_POSS
203210,2022-23,JaMychal Green,Rotation,798.0,2,BF Floating_shot_FGM | HE OFFSCREEN_POSS
203263,2013-14,James Nunnally,,165.1,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203263,2018-19,James Nunnally,Garbage Time,102.0,2,BF Floating_shot_FGM | HE OFFSCREEN_POSS
203263,2020-21,James Nunnally,Garbage Time,47.699999999999996,3,BF Floating_shot_FGM | EJ Pickpocket Rating | HE OFFSCREEN_POSS
203268,2013-14,Jorge Gutierrez,,244.5,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203268,2014-15,Jorge Gutierrez,,174.0,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203268,2015-16,Jorge Gutierrez,Garbage Time,63.599999999999994,4,EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS | GF Post Defense | HE OFFSCREEN_POSS
203315,2013-14,Toure Murry,,372.3,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203315,2014-15,Toure Murry,,18.0,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203318,2013-14,Glen Rice,,108.9,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203318,2014-15,Glen Rice,,42.5,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203382,2013-14,Aron Baynes,,492.90000000000003,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203382,2014-15,Aron Baynes,,1120.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203382,2015-16,Aron Baynes,Rotation,1231.2,4,BF Floating_shot_FGM | EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS | HE OFFSCREEN_POSS
203382,2016-17,Aron Baynes,Rotation,1162.5,3,K 3PT Shot Making | BF Floating_shot_FGM | HE OFFSCREEN_POSS
203382,2017-18,Aron Baynes,Rotation,1482.3,2,BF Floating_shot_FGM | HE OFFSCREEN_POSS
203382,2018-19,Aron Baynes,Rotation,821.1,1,HE OFFSCREEN_POSS
203382,2020-21,Aron Baynes,Rotation,980.5,1,HE OFFSCREEN_POSS
203457,2014-15,Nerlens Noel,,2310.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
203457,2015-16,Nerlens Noel,Starter,1963.1000000000001,2,EE CONTESTED_SHOTS_3PT | HE OFFSCREEN_POSS
203457,2016-17,Nerlens Noel,Key Rotation,1045.5,1,HE OFFSCREEN_POSS
203457,2017-18,Nerlens Noel,Rotation,471.0,1,HE OFFSCREEN_POSS
203457,2018-19,Nerlens Noel,Rotation,1054.8999999999999,2,K 3PT Shot Making | HE OFFSCREEN_POSS
